index,path,filename,label,split
1211,data\raw\daisee\train\200050\2000501004\2000501004.npz,2000501004.npz,0,train
1212,data\raw\daisee\train\200050\2000501006\2000501006.npz,2000501006.npz,1,train
1213,data\raw\daisee\train\200050\2000501009\2000501009.npz,2000501009.npz,0,train
1214,data\raw\daisee\train\200050\2000501010\2000501010.npz,2000501010.npz,0,test
1215,data\raw\daisee\train\200050\2000501011\2000501011.npz,2000501011.npz,0,train
1216,data\raw\daisee\train\200050\2000501012\2000501012.npz,2000501012.npz,0,train
1217,data\raw\daisee\train\200050\2000501014\2000501014.npz,2000501014.npz,1,test
1218,data\raw\daisee\train\200050\2000501015\2000501015.npz,2000501015.npz,1,train
1219,data\raw\daisee\train\200050\2000501016\2000501016.npz,2000501016.npz,1,train
1220,data\raw\daisee\train\200050\2000501018\2000501018.npz,2000501018.npz,0,val
1221,data\raw\daisee\train\200050\2000501019\2000501019.npz,2000501019.npz,1,train
1222,data\raw\daisee\train\200050\2000501020\2000501020.npz,2000501020.npz,0,train
1223,data\raw\daisee\train\200050\2000501021\2000501021.npz,2000501021.npz,0,val
1224,data\raw\daisee\train\200050\2000501023\2000501023.npz,2000501023.npz,0,train
1225,data\raw\daisee\train\200050\2000501027\2000501027.npz,2000501027.npz,1,train
1226,data\raw\daisee\train\200050\2000501028\2000501028.npz,2000501028.npz,1,train
1227,data\raw\daisee\train\200050\2000501030\2000501030.npz,2000501030.npz,1,train
1228,data\raw\daisee\train\200050\2000501031\2000501031.npz,2000501031.npz,1,val
1229,data\raw\daisee\train\200050\2000501032\2000501032.npz,2000501032.npz,0,train
1230,data\raw\daisee\train\200050\2000501033\2000501033.npz,2000501033.npz,0,train
1231,data\raw\daisee\train\200050\2000501035\2000501035.npz,2000501035.npz,1,train
1232,data\raw\daisee\train\200050\2000501036\2000501036.npz,2000501036.npz,0,train
1233,data\raw\daisee\train\200050\2000501037\2000501037.npz,2000501037.npz,0,val
1234,data\raw\daisee\train\200050\2000501038\2000501038.npz,2000501038.npz,0,val
1235,data\raw\daisee\train\200050\2000501039\2000501039.npz,2000501039.npz,0,train
1236,data\raw\daisee\train\200050\2000501040\2000501040.npz,2000501040.npz,0,train
1237,data\raw\daisee\train\200050\2000501041\2000501041.npz,2000501041.npz,0,train
1238,data\raw\daisee\train\200050\2000501042\2000501042.npz,2000501042.npz,0,train
1239,data\raw\daisee\train\200050\2000501043\2000501043.npz,2000501043.npz,0,train
1240,data\raw\daisee\train\200050\2000501044\2000501044.npz,2000501044.npz,0,train
1241,data\raw\daisee\train\200050\2000501045\2000501045.npz,2000501045.npz,0,train
1242,data\raw\daisee\train\200050\2000501046\2000501046.npz,2000501046.npz,0,train
1243,data\raw\daisee\train\200050\2000501049\2000501049.npz,2000501049.npz,0,val
1244,data\raw\daisee\train\200050\2000501050\2000501050.npz,2000501050.npz,1,val
1245,data\raw\daisee\train\200050\2000501051\2000501051.npz,2000501051.npz,1,train
1246,data\raw\daisee\train\200050\2000501052\2000501052.npz,2000501052.npz,1,train
1247,data\raw\daisee\train\200050\2000501053\2000501053.npz,2000501053.npz,1,train
1248,data\raw\daisee\train\200050\2000501054\2000501054.npz,2000501054.npz,0,train
1249,data\raw\daisee\train\200050\2000501056\2000501056.npz,2000501056.npz,0,train
1250,data\raw\daisee\train\200050\2000501057\2000501057.npz,2000501057.npz,1,train
1251,data\raw\daisee\train\200050\2000501060\2000501060.npz,2000501060.npz,0,train
1252,data\raw\daisee\train\200050\2000501061\2000501061.npz,2000501061.npz,1,train
1253,data\raw\daisee\train\200050\2000501062\2000501062.npz,2000501062.npz,0,test
1254,data\raw\daisee\train\200050\2000501063\2000501063.npz,2000501063.npz,1,train
1255,data\raw\daisee\train\200050\2000501065\2000501065.npz,2000501065.npz,0,test
1256,data\raw\daisee\train\200050\2000501066\2000501066.npz,2000501066.npz,0,val
1257,data\raw\daisee\train\200050\2000501067\2000501067.npz,2000501067.npz,0,train
1258,data\raw\daisee\train\200050\2000501071\2000501071.npz,2000501071.npz,0,train
1259,data\raw\daisee\train\200050\2000501074\2000501074.npz,2000501074.npz,0,train
1260,data\raw\daisee\train\200050\2000501075\2000501075.npz,2000501075.npz,0,train
1261,data\raw\daisee\train\200050\2000501076\2000501076.npz,2000501076.npz,0,train
1262,data\raw\daisee\train\200050\2000501078\2000501078.npz,2000501078.npz,0,train
1263,data\raw\daisee\train\200050\2000502002\2000502002.npz,2000502002.npz,0,train
1264,data\raw\daisee\train\200050\2000502005\2000502005.npz,2000502005.npz,1,train
1265,data\raw\daisee\train\200050\2000502006\2000502006.npz,2000502006.npz,1,train
1266,data\raw\daisee\train\200050\2000502007\2000502007.npz,2000502007.npz,0,train
1267,data\raw\daisee\train\200050\2000502009\2000502009.npz,2000502009.npz,1,val
1268,data\raw\daisee\train\200050\2000502010\2000502010.npz,2000502010.npz,1,train
1269,data\raw\daisee\train\200050\2000502012\2000502012.npz,2000502012.npz,0,train
1270,data\raw\daisee\train\200050\2000502013\2000502013.npz,2000502013.npz,0,train
1271,data\raw\daisee\train\200050\2000502014\2000502014.npz,2000502014.npz,0,train
1272,data\raw\daisee\train\200050\2000502015\2000502015.npz,2000502015.npz,0,val
1273,data\raw\daisee\train\200050\2000502019\2000502019.npz,2000502019.npz,1,val
1274,data\raw\daisee\train\200050\2000502020\2000502020.npz,2000502020.npz,0,test
1275,data\raw\daisee\train\200050\2000502023\2000502023.npz,2000502023.npz,1,train
1276,data\raw\daisee\train\200050\2000502025\2000502025.npz,2000502025.npz,0,train
1277,data\raw\daisee\train\200050\2000502033\2000502033.npz,2000502033.npz,1,train
1278,data\raw\daisee\train\200050\2000502036\2000502036.npz,2000502036.npz,1,train
1279,data\raw\daisee\train\200050\2000502037\2000502037.npz,2000502037.npz,0,train
1280,data\raw\daisee\train\200050\2000502039\2000502039.npz,2000502039.npz,0,train
1281,data\raw\daisee\train\200050\2000502040\2000502040.npz,2000502040.npz,0,val
1282,data\raw\daisee\train\200050\2000502041\2000502041.npz,2000502041.npz,0,val
1283,data\raw\daisee\train\200050\2000502043\2000502043.npz,2000502043.npz,1,train
1284,data\raw\daisee\train\200050\2000502044\2000502044.npz,2000502044.npz,0,test
1285,data\raw\daisee\train\200050\2000502045\2000502045.npz,2000502045.npz,0,train
1286,data\raw\daisee\train\200050\2000502047\2000502047.npz,2000502047.npz,1,test
1287,data\raw\daisee\train\200050\2000502048\2000502048.npz,2000502048.npz,1,train
1288,data\raw\daisee\train\200050\2000502049\2000502049.npz,2000502049.npz,1,train
1289,data\raw\daisee\train\200050\2000502050\2000502050.npz,2000502050.npz,1,train
1290,data\raw\daisee\train\200050\2000502051\2000502051.npz,2000502051.npz,0,train
1291,data\raw\daisee\train\200050\2000502054\2000502054.npz,2000502054.npz,0,train
1292,data\raw\daisee\train\200050\2000502055\2000502055.npz,2000502055.npz,0,test
1293,data\raw\daisee\train\200050\2000502056\2000502056.npz,2000502056.npz,1,train
1294,data\raw\daisee\train\200050\2000502057\2000502057.npz,2000502057.npz,0,train
1295,data\raw\daisee\train\200050\2000502058\2000502058.npz,2000502058.npz,1,train
1296,data\raw\daisee\train\200050\2000502059\2000502059.npz,2000502059.npz,1,test
1297,data\raw\daisee\train\200050\2000502061\2000502061.npz,2000502061.npz,1,test
1298,data\raw\daisee\train\200050\2000502062\2000502062.npz,2000502062.npz,1,val
1299,data\raw\daisee\train\200050\2000502063\2000502063.npz,2000502063.npz,1,train
1300,data\raw\daisee\train\200050\2000502065\2000502065.npz,2000502065.npz,1,test
1301,data\raw\daisee\train\200050\2000502066\2000502066.npz,2000502066.npz,0,train
1302,data\raw\daisee\train\200050\2000502067\2000502067.npz,2000502067.npz,0,train
1303,data\raw\daisee\train\200050\2000502069\2000502069.npz,2000502069.npz,1,val
1304,data\raw\daisee\train\200050\2000502070\2000502070.npz,2000502070.npz,0,train
1305,data\raw\daisee\train\200050\2000502072\2000502072.npz,2000502072.npz,1,train
1306,data\raw\daisee\train\200050\2000502073\2000502073.npz,2000502073.npz,0,test
1307,data\raw\daisee\train\200050\2000502075\2000502075.npz,2000502075.npz,1,test
1308,data\raw\daisee\train\200050\2000502076\2000502076.npz,2000502076.npz,0,train
1309,data\raw\daisee\train\200050\2000502077\2000502077.npz,2000502077.npz,0,train
1310,data\raw\daisee\train\200050\2000502078\2000502078.npz,2000502078.npz,0,train
1311,data\raw\daisee\train\200050\2000502081\2000502081.npz,2000502081.npz,1,val
1312,data\raw\daisee\train\200050\2000502084\2000502084.npz,2000502084.npz,0,train
1313,data\raw\daisee\train\200050\2000502087\2000502087.npz,2000502087.npz,1,train
1314,data\raw\daisee\train\200050\2000502088\2000502088.npz,2000502088.npz,0,train
1315,data\raw\daisee\train\200050\2000502090\2000502090.npz,2000502090.npz,1,train
1316,data\raw\daisee\train\200054\2000541001\2000541001.npz,2000541001.npz,0,train
1317,data\raw\daisee\train\200054\2000541002\2000541002.npz,2000541002.npz,1,train
1318,data\raw\daisee\train\200054\2000541003\2000541003.npz,2000541003.npz,0,train
1319,data\raw\daisee\train\200054\2000541006\2000541006.npz,2000541006.npz,0,train
1320,data\raw\daisee\train\200054\2000541007\2000541007.npz,2000541007.npz,0,val
1321,data\raw\daisee\train\200054\2000541010\2000541010.npz,2000541010.npz,1,val
1322,data\raw\daisee\train\200054\2000541011\2000541011.npz,2000541011.npz,1,test
1323,data\raw\daisee\train\200054\2000541014\2000541014.npz,2000541014.npz,0,test
1324,data\raw\daisee\train\200054\2000541015\2000541015.npz,2000541015.npz,0,train
1325,data\raw\daisee\train\200054\2000541016\2000541016.npz,2000541016.npz,0,test
1326,data\raw\daisee\train\200054\2000541018\2000541018.npz,2000541018.npz,1,train
1327,data\raw\daisee\train\200054\2000541019\2000541019.npz,2000541019.npz,0,val
1328,data\raw\daisee\train\200054\2000541020\2000541020.npz,2000541020.npz,0,train
1329,data\raw\daisee\train\200054\2000541021\2000541021.npz,2000541021.npz,0,train
1330,data\raw\daisee\train\200054\2000541022\2000541022.npz,2000541022.npz,1,val
1331,data\raw\daisee\train\200054\2000541023\2000541023.npz,2000541023.npz,0,test
1332,data\raw\daisee\train\200054\2000541024\2000541024.npz,2000541024.npz,0,val
1333,data\raw\daisee\train\200054\2000541025\2000541025.npz,2000541025.npz,0,train
1334,data\raw\daisee\train\200054\2000541027\2000541027.npz,2000541027.npz,0,train
1335,data\raw\daisee\train\200054\2000541028\2000541028.npz,2000541028.npz,0,train
1336,data\raw\daisee\train\200054\2000541029\2000541029.npz,2000541029.npz,1,val
1337,data\raw\daisee\train\200054\2000541030\2000541030.npz,2000541030.npz,0,train
1338,data\raw\daisee\train\200054\2000541031\2000541031.npz,2000541031.npz,0,train
1339,data\raw\daisee\train\200054\2000541032\2000541032.npz,2000541032.npz,0,train
1340,data\raw\daisee\train\200054\2000541034\2000541034.npz,2000541034.npz,0,train
1341,data\raw\daisee\train\200054\2000541035\2000541035.npz,2000541035.npz,1,test
1342,data\raw\daisee\train\200054\2000541038\2000541038.npz,2000541038.npz,1,train
1343,data\raw\daisee\train\200054\2000541039\2000541039.npz,2000541039.npz,0,train
1344,data\raw\daisee\train\200054\2000541040\2000541040.npz,2000541040.npz,0,train
1345,data\raw\daisee\train\200054\2000541041\2000541041.npz,2000541041.npz,0,train
1346,data\raw\daisee\train\200054\2000541043\2000541043.npz,2000541043.npz,0,train
1347,data\raw\daisee\train\200054\2000541044\2000541044.npz,2000541044.npz,0,train
1348,data\raw\daisee\train\200054\2000541045\2000541045.npz,2000541045.npz,0,val
1349,data\raw\daisee\train\200054\2000541046\2000541046.npz,2000541046.npz,1,train
1350,data\raw\daisee\train\200054\2000541049\2000541049.npz,2000541049.npz,0,train
1351,data\raw\daisee\train\200054\2000541050\2000541050.npz,2000541050.npz,0,val
1352,data\raw\daisee\train\200054\2000541051\2000541051.npz,2000541051.npz,0,train
1353,data\raw\daisee\train\200054\2000541052\2000541052.npz,2000541052.npz,0,test
1354,data\raw\daisee\train\200054\2000541053\2000541053.npz,2000541053.npz,0,val
1355,data\raw\daisee\train\200054\2000541054\2000541054.npz,2000541054.npz,1,val
1356,data\raw\daisee\train\200054\2000541055\2000541055.npz,2000541055.npz,0,train
1357,data\raw\daisee\train\200054\2000541056\2000541056.npz,2000541056.npz,0,train
1358,data\raw\daisee\train\200054\2000541057\2000541057.npz,2000541057.npz,0,train
1359,data\raw\daisee\train\200054\2000541059\2000541059.npz,2000541059.npz,1,train
1360,data\raw\daisee\train\200054\2000541062\2000541062.npz,2000541062.npz,0,train
1361,data\raw\daisee\train\200054\2000541064\2000541064.npz,2000541064.npz,0,test
1362,data\raw\daisee\train\200054\2000541066\2000541066.npz,2000541066.npz,1,train
1363,data\raw\daisee\train\200054\2000541067\2000541067.npz,2000541067.npz,0,train
1364,data\raw\daisee\train\200054\2000541068\2000541068.npz,2000541068.npz,0,test
1365,data\raw\daisee\train\200054\2000541069\2000541069.npz,2000541069.npz,0,train
1366,data\raw\daisee\train\200054\2000541070\2000541070.npz,2000541070.npz,1,train
1367,data\raw\daisee\train\200054\2000541071\2000541071.npz,2000541071.npz,0,test
1368,data\raw\daisee\train\200054\2000541072\2000541072.npz,2000541072.npz,0,test
1369,data\raw\daisee\train\200054\2000541073\2000541073.npz,2000541073.npz,1,train
1370,data\raw\daisee\train\200054\2000541074\2000541074.npz,2000541074.npz,0,train
1371,data\raw\daisee\train\200054\2000541075\2000541075.npz,2000541075.npz,0,test
1372,data\raw\daisee\train\200054\2000541076\2000541076.npz,2000541076.npz,0,train
1373,data\raw\daisee\train\200054\2000541077\2000541077.npz,2000541077.npz,0,train
1374,data\raw\daisee\train\200054\2000541079\2000541079.npz,2000541079.npz,0,train
1375,data\raw\daisee\train\200054\2000541080\2000541080.npz,2000541080.npz,0,train
1376,data\raw\daisee\train\200054\2000541081\2000541081.npz,2000541081.npz,0,train
1377,data\raw\daisee\train\200054\2000542001\2000542001.npz,2000542001.npz,1,train
1378,data\raw\daisee\train\200054\2000542002\2000542002.npz,2000542002.npz,1,test
1379,data\raw\daisee\train\200054\2000542007\2000542007.npz,2000542007.npz,0,train
1380,data\raw\daisee\train\200054\2000542008\2000542008.npz,2000542008.npz,0,train
1381,data\raw\daisee\train\200054\2000542009\2000542009.npz,2000542009.npz,0,train
1382,data\raw\daisee\train\200054\2000542010\2000542010.npz,2000542010.npz,0,val
1383,data\raw\daisee\train\200054\2000542013\2000542013.npz,2000542013.npz,0,train
1384,data\raw\daisee\train\200054\2000542015\2000542015.npz,2000542015.npz,0,train
1385,data\raw\daisee\train\200054\2000542016\2000542016.npz,2000542016.npz,0,test
1386,data\raw\daisee\train\200054\2000542021\2000542021.npz,2000542021.npz,1,train
1387,data\raw\daisee\train\200054\2000542022\2000542022.npz,2000542022.npz,0,train
1388,data\raw\daisee\train\200054\2000542025\2000542025.npz,2000542025.npz,0,train
1389,data\raw\daisee\train\200054\2000542026\2000542026.npz,2000542026.npz,0,test
1390,data\raw\daisee\train\200054\2000542027\2000542027.npz,2000542027.npz,0,train
1391,data\raw\daisee\train\200054\2000542029\2000542029.npz,2000542029.npz,1,train
1392,data\raw\daisee\train\200054\2000542030\2000542030.npz,2000542030.npz,0,train
1393,data\raw\daisee\train\200054\2000542032\2000542032.npz,2000542032.npz,0,train
1394,data\raw\daisee\train\200054\2000542033\2000542033.npz,2000542033.npz,0,train
1395,data\raw\daisee\train\200054\2000542034\2000542034.npz,2000542034.npz,1,train
1396,data\raw\daisee\train\200054\2000542035\2000542035.npz,2000542035.npz,0,train
1397,data\raw\daisee\train\200054\2000542036\2000542036.npz,2000542036.npz,0,train
1398,data\raw\daisee\train\200054\2000542042\2000542042.npz,2000542042.npz,0,train
1399,data\raw\daisee\train\200054\2000542049\2000542049.npz,2000542049.npz,0,test
1400,data\raw\daisee\train\200054\2000542050\2000542050.npz,2000542050.npz,0,val
1401,data\raw\daisee\train\200054\2000542051\2000542051.npz,2000542051.npz,0,test
1402,data\raw\daisee\train\200054\2000542052\2000542052.npz,2000542052.npz,0,train
1403,data\raw\daisee\train\200054\2000542054\2000542054.npz,2000542054.npz,0,train
1404,data\raw\daisee\train\200054\2000542056\2000542056.npz,2000542056.npz,0,test
1405,data\raw\daisee\train\202614\2026140111\2026140111.npz,2026140111.npz,0,test
1406,data\raw\daisee\train\202614\2026140113\2026140113.npz,2026140113.npz,0,train
1407,data\raw\daisee\train\202614\2026140116\2026140116.npz,2026140116.npz,0,train
1408,data\raw\daisee\train\202614\2026140117\2026140117.npz,2026140117.npz,0,train
1409,data\raw\daisee\train\202614\2026140118\2026140118.npz,2026140118.npz,0,train
1410,data\raw\daisee\train\202614\2026140119\2026140119.npz,2026140119.npz,0,train
1411,data\raw\daisee\train\202614\2026140120\2026140120.npz,2026140120.npz,0,test
1412,data\raw\daisee\train\202614\2026140122\2026140122.npz,2026140122.npz,0,test
1413,data\raw\daisee\train\202614\2026140124\2026140124.npz,2026140124.npz,0,train
1414,data\raw\daisee\train\202614\2026140125\2026140125.npz,2026140125.npz,1,train
1415,data\raw\daisee\train\202614\2026140126\2026140126.npz,2026140126.npz,0,train
1416,data\raw\daisee\train\202614\2026140128\2026140128.npz,2026140128.npz,0,train
1417,data\raw\daisee\train\202614\2026140129\2026140129.npz,2026140129.npz,0,train
1418,data\raw\daisee\train\202614\2026140130\2026140130.npz,2026140130.npz,0,train
1419,data\raw\daisee\train\202614\2026140131\2026140131.npz,2026140131.npz,0,val
1420,data\raw\daisee\train\202614\2026140133\2026140133.npz,2026140133.npz,0,val
1421,data\raw\daisee\train\202614\2026140134\2026140134.npz,2026140134.npz,0,test
1422,data\raw\daisee\train\202614\2026140135\2026140135.npz,2026140135.npz,0,val
1423,data\raw\daisee\train\202614\2026140138\2026140138.npz,2026140138.npz,0,train
1424,data\raw\daisee\train\202614\2026140141\2026140141.npz,2026140141.npz,0,train
1425,data\raw\daisee\train\202614\2026140145\2026140145.npz,2026140145.npz,0,test
1426,data\raw\daisee\train\202614\2026140147\2026140147.npz,2026140147.npz,0,train
1427,data\raw\daisee\train\202614\2026140149\2026140149.npz,2026140149.npz,0,train
1428,data\raw\daisee\train\202614\202614015\202614015.npz,202614015.npz,0,train
1429,data\raw\daisee\train\202614\2026140151\2026140151.npz,2026140151.npz,0,val
1430,data\raw\daisee\train\202614\2026140154\2026140154.npz,2026140154.npz,0,train
1431,data\raw\daisee\train\202614\2026140158\2026140158.npz,2026140158.npz,0,test
1432,data\raw\daisee\train\202614\2026140159\2026140159.npz,2026140159.npz,0,test
1433,data\raw\daisee\train\202614\202614016\202614016.npz,202614016.npz,0,train
1434,data\raw\daisee\train\202614\2026140160\2026140160.npz,2026140160.npz,0,train
1435,data\raw\daisee\train\202614\2026140161\2026140161.npz,2026140161.npz,0,train
1436,data\raw\daisee\train\202614\2026140165\2026140165.npz,2026140165.npz,0,val
1437,data\raw\daisee\train\202614\2026140169\2026140169.npz,2026140169.npz,0,train
1438,data\raw\daisee\train\202614\202614017\202614017.npz,202614017.npz,0,train
1439,data\raw\daisee\train\202614\2026140170\2026140170.npz,2026140170.npz,0,test
1440,data\raw\daisee\train\202614\2026140172\2026140172.npz,2026140172.npz,0,train
1441,data\raw\daisee\train\202614\202614018\202614018.npz,202614018.npz,0,train
1442,data\raw\daisee\train\202614\202614019\202614019.npz,202614019.npz,1,test
1443,data\raw\daisee\train\202614\202614020\202614020.npz,202614020.npz,0,test
1444,data\raw\daisee\train\202614\202614021\202614021.npz,202614021.npz,0,val
1445,data\raw\daisee\train\202614\2026140210\2026140210.npz,2026140210.npz,0,train
1446,data\raw\daisee\train\202614\2026140212\2026140212.npz,2026140212.npz,0,train
1447,data\raw\daisee\train\202614\2026140213\2026140213.npz,2026140213.npz,0,test
1448,data\raw\daisee\train\202614\2026140220\2026140220.npz,2026140220.npz,1,train
1449,data\raw\daisee\train\202614\2026140221\2026140221.npz,2026140221.npz,0,train
1450,data\raw\daisee\train\202614\2026140223\2026140223.npz,2026140223.npz,0,val
1451,data\raw\daisee\train\202614\2026140224\2026140224.npz,2026140224.npz,0,train
1452,data\raw\daisee\train\202614\2026140225\2026140225.npz,2026140225.npz,0,train
1453,data\raw\daisee\train\202614\202614023\202614023.npz,202614023.npz,0,train
1454,data\raw\daisee\train\202614\2026140230\2026140230.npz,2026140230.npz,1,train
1455,data\raw\daisee\train\202614\2026140233\2026140233.npz,2026140233.npz,0,test
1456,data\raw\daisee\train\202614\2026140236\2026140236.npz,2026140236.npz,0,train
1457,data\raw\daisee\train\202614\2026140237\2026140237.npz,2026140237.npz,0,val
1458,data\raw\daisee\train\202614\2026140239\2026140239.npz,2026140239.npz,0,val
1459,data\raw\daisee\train\202614\2026140241\2026140241.npz,2026140241.npz,0,test
1460,data\raw\daisee\train\202614\2026140243\2026140243.npz,2026140243.npz,1,train
1461,data\raw\daisee\train\202614\2026140246\2026140246.npz,2026140246.npz,0,train
1462,data\raw\daisee\train\202614\2026140247\2026140247.npz,2026140247.npz,0,val
1463,data\raw\daisee\train\202614\2026140249\2026140249.npz,2026140249.npz,0,train
1464,data\raw\daisee\train\202614\202614025\202614025.npz,202614025.npz,0,train
1465,data\raw\daisee\train\202614\2026140250\2026140250.npz,2026140250.npz,0,train
1466,data\raw\daisee\train\202614\2026140253\2026140253.npz,2026140253.npz,0,train
1467,data\raw\daisee\train\202614\2026140254\2026140254.npz,2026140254.npz,1,test
1468,data\raw\daisee\train\202614\2026140255\2026140255.npz,2026140255.npz,0,test
1469,data\raw\daisee\train\202614\2026140259\2026140259.npz,2026140259.npz,0,train
1470,data\raw\daisee\train\202614\2026140260\2026140260.npz,2026140260.npz,0,train
1471,data\raw\daisee\train\202614\2026140263\2026140263.npz,2026140263.npz,0,train
1472,data\raw\daisee\train\202614\2026140264\2026140264.npz,2026140264.npz,1,train
1473,data\raw\daisee\train\202614\2026140272\2026140272.npz,2026140272.npz,0,train
1474,data\raw\daisee\train\202614\2026140273\2026140273.npz,2026140273.npz,1,train
1475,data\raw\daisee\train\202614\2026140275\2026140275.npz,2026140275.npz,0,train
1476,data\raw\daisee\train\202614\2026140276\2026140276.npz,2026140276.npz,0,train
1477,data\raw\daisee\train\202614\2026140277\2026140277.npz,2026140277.npz,0,test
1478,data\raw\daisee\train\202614\2026140279\2026140279.npz,2026140279.npz,0,train
1479,data\raw\daisee\train\202614\2026140281\2026140281.npz,2026140281.npz,0,train
1480,data\raw\daisee\train\202614\202614029\202614029.npz,202614029.npz,1,train
1481,data\raw\daisee\train\205601\205601011\205601011.npz,205601011.npz,0,val
1482,data\raw\daisee\train\205601\2056010112\2056010112.npz,2056010112.npz,0,train
1483,data\raw\daisee\train\205601\2056010113\2056010113.npz,2056010113.npz,0,train
1484,data\raw\daisee\train\205601\2056010114\2056010114.npz,2056010114.npz,1,train
1485,data\raw\daisee\train\205601\2056010116\2056010116.npz,2056010116.npz,0,train
1486,data\raw\daisee\train\205601\2056010118\2056010118.npz,2056010118.npz,0,train
1487,data\raw\daisee\train\205601\2056010119\2056010119.npz,2056010119.npz,0,train
1488,data\raw\daisee\train\205601\205601012\205601012.npz,205601012.npz,0,train
1489,data\raw\daisee\train\205601\2056010120\2056010120.npz,2056010120.npz,0,train
1490,data\raw\daisee\train\205601\2056010122\2056010122.npz,2056010122.npz,0,train
1491,data\raw\daisee\train\205601\2056010123\2056010123.npz,2056010123.npz,0,train
1492,data\raw\daisee\train\205601\2056010124\2056010124.npz,2056010124.npz,0,train
1493,data\raw\daisee\train\205601\2056010126\2056010126.npz,2056010126.npz,0,test
1494,data\raw\daisee\train\205601\2056010130\2056010130.npz,2056010130.npz,0,test
1495,data\raw\daisee\train\205601\2056010133\2056010133.npz,2056010133.npz,0,test
1496,data\raw\daisee\train\205601\2056010134\2056010134.npz,2056010134.npz,1,test
1497,data\raw\daisee\train\205601\2056010136\2056010136.npz,2056010136.npz,0,train
1498,data\raw\daisee\train\205601\2056010137\2056010137.npz,2056010137.npz,1,test
1499,data\raw\daisee\train\205601\2056010139\2056010139.npz,2056010139.npz,0,train
1500,data\raw\daisee\train\205601\2056010141\2056010141.npz,2056010141.npz,0,train
1501,data\raw\daisee\train\205601\2056010142\2056010142.npz,2056010142.npz,0,train
1502,data\raw\daisee\train\205601\2056010148\2056010148.npz,2056010148.npz,0,train
1503,data\raw\daisee\train\205601\2056010149\2056010149.npz,2056010149.npz,0,test
1504,data\raw\daisee\train\205601\2056010153\2056010153.npz,2056010153.npz,0,val
1505,data\raw\daisee\train\205601\2056010155\2056010155.npz,2056010155.npz,0,train
1506,data\raw\daisee\train\205601\2056010156\2056010156.npz,2056010156.npz,0,val
1507,data\raw\daisee\train\205601\2056010157\2056010157.npz,2056010157.npz,0,train
1508,data\raw\daisee\train\205601\205601016\205601016.npz,205601016.npz,0,train
1509,data\raw\daisee\train\205601\2056010160\2056010160.npz,2056010160.npz,0,val
1510,data\raw\daisee\train\205601\2056010162\2056010162.npz,2056010162.npz,0,train
1511,data\raw\daisee\train\205601\2056010164\2056010164.npz,2056010164.npz,0,train
1512,data\raw\daisee\train\205601\2056010165\2056010165.npz,2056010165.npz,0,val
1513,data\raw\daisee\train\205601\2056010167\2056010167.npz,2056010167.npz,0,train
1514,data\raw\daisee\train\205601\205601017\205601017.npz,205601017.npz,0,test
1515,data\raw\daisee\train\205601\205601018\205601018.npz,205601018.npz,0,train
1516,data\raw\daisee\train\205601\2056010210\2056010210.npz,2056010210.npz,0,train
1517,data\raw\daisee\train\205601\2056010212\2056010212.npz,2056010212.npz,1,val
1518,data\raw\daisee\train\205601\2056010213\2056010213.npz,2056010213.npz,0,test
1519,data\raw\daisee\train\205601\2056010214\2056010214.npz,2056010214.npz,0,train
1520,data\raw\daisee\train\205601\2056010215\2056010215.npz,2056010215.npz,0,train
1521,data\raw\daisee\train\205601\2056010218\2056010218.npz,2056010218.npz,0,train
1522,data\raw\daisee\train\205601\2056010219\2056010219.npz,2056010219.npz,0,train
1523,data\raw\daisee\train\205601\2056010222\2056010222.npz,2056010222.npz,1,test
1524,data\raw\daisee\train\205601\2056010224\2056010224.npz,2056010224.npz,1,train
1525,data\raw\daisee\train\205601\2056010225\2056010225.npz,2056010225.npz,0,train
1526,data\raw\daisee\train\205601\2056010226\2056010226.npz,2056010226.npz,0,train
1527,data\raw\daisee\train\205601\2056010228\2056010228.npz,2056010228.npz,0,train
1528,data\raw\daisee\train\205601\2056010229\2056010229.npz,2056010229.npz,0,test
1529,data\raw\daisee\train\205601\2056010230\2056010230.npz,2056010230.npz,1,test
1530,data\raw\daisee\train\205601\2056010232\2056010232.npz,2056010232.npz,0,train
1531,data\raw\daisee\train\205601\2056010233\2056010233.npz,2056010233.npz,0,val
1532,data\raw\daisee\train\205601\2056010234\2056010234.npz,2056010234.npz,0,train
1533,data\raw\daisee\train\205601\2056010235\2056010235.npz,2056010235.npz,0,test
1534,data\raw\daisee\train\205601\2056010236\2056010236.npz,2056010236.npz,0,train
1535,data\raw\daisee\train\205601\2056010238\2056010238.npz,2056010238.npz,0,train
1536,data\raw\daisee\train\205601\2056010239\2056010239.npz,2056010239.npz,0,train
1537,data\raw\daisee\train\205601\205601024\205601024.npz,205601024.npz,0,train
1538,data\raw\daisee\train\205601\2056010240\2056010240.npz,2056010240.npz,0,train
1539,data\raw\daisee\train\205601\2056010241\2056010241.npz,2056010241.npz,0,train
1540,data\raw\daisee\train\205601\2056010242\2056010242.npz,2056010242.npz,1,train
1541,data\raw\daisee\train\205601\2056010244\2056010244.npz,2056010244.npz,0,train
1542,data\raw\daisee\train\205601\2056010245\2056010245.npz,2056010245.npz,0,train
1543,data\raw\daisee\train\205601\2056010247\2056010247.npz,2056010247.npz,0,train
1544,data\raw\daisee\train\205601\2056010249\2056010249.npz,2056010249.npz,0,train
